event_id,truth_class,component_id,area_km2,preclip_area_km2,domain_status,retained_at_15000,centroid_lon,centroid_lat,min_lon,min_lat,max_lon,max_lat,artifact_method
20260403_21Z_F04,Medium,10,1102.7514530263363,1102.751453026336,inside,False,-84.48309653864781,31.759285714290247,-84.67000129521156,31.62000000000451,-84.270001306642,31.920000000004556,legacy independent-max frozen truth
20260403_21Z_F04,Medium,11,699.1707254335967,699.1707254335965,inside,False,-88.6116678492408,41.188333333336075,-88.87000117519196,41.070000000002764,-88.37000118948,41.270000000002725,legacy independent-max frozen truth
20260403_21Z_F04,Medium,12,5122.709622037493,5122.709622037494,inside,False,-89.27728815906903,42.096569506729026,-89.72000115090228,41.670000000002645,-88.77000117804957,42.52000000000248,legacy independent-max frozen truth
20260403_21Z_F04,Medium,13,469.69167765401795,469.6916776540181,inside,False,-88.41642975958185,43.764047619049855,-88.52000118519359,43.620000000002264,-88.32000119090881,43.920000000002204,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,1,0.0,16484.869107453138,outside,False,-95.74534053729546,24.85875212224454,-96.7200009508696,24.270000000003364,-94.87000100373538,25.42000000000354,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,2,4504.961734434065,9930.166024342328,crossing,False,-94.54129222191982,27.874120879124806,-95.12000099659136,27.37000000000385,-93.92000103088267,28.42000000000401,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,3,9676.608676973648,9774.518144161959,crossing,False,-91.80428086973512,28.695138504159193,-92.6200010680316,28.220000000003978,-90.97000111518216,29.220000000004134,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,4,19697.69880307245,19697.698803072442,inside,True,-86.85636785559842,33.08915243101618,-87.67000120948327,32.22000000000453,-85.82000126234905,33.920000000004194,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,5,19102.17383127363,19102.17383127362,inside,True,-85.59690916346096,35.59723684210912,-86.320001248061,34.67000000000404,-84.92000128806754,36.67000000000364,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,6,2685.9011887618717,2685.9011887618717,inside,False,-84.89270771086585,37.17298165137969,-85.17000128092351,36.8700000000036,-84.62000129664037,37.47000000000348,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,7,2199.434682276108,2199.4346822761067,inside,False,-85.27222350022464,37.79444444444788,-85.62000126806427,37.4200000000035,-84.82000129092515,38.02000000000338,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,8,14250.959416633534,14250.95941663354,inside,False,-84.76262034018391,43.06531746031985,-85.3200012766371,42.22000000000254,-84.12000131092842,44.020000000002184,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,9,8055.860184982432,8055.860184982432,inside,False,-82.72672892549355,29.905797342196937,-83.2200013366469,29.420000000004165,-82.220001365223,30.420000000004322,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,10,2855.974457922889,2855.9744579228886,inside,False,-83.94542504473067,38.51237288135921,-84.2200013080708,38.22000000000334,-83.67000132378766,38.82000000000322,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,11,1153.6816556929832,1153.681655692983,inside,False,-82.64083468653057,39.02208333333651,-82.82000134807734,38.77000000000322,-82.42000135950778,39.27000000000312,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,12,4484.465794952022,4484.465794952025,inside,False,-80.35313394869128,28.940783132534214,-80.67000140951595,28.520000000004025,-80.02000142809041,29.32000000000415,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,13,24829.59393562616,24829.593935626137,inside,True,-80.19641503561466,32.687879581156224,-81.1200013966567,31.520000000004494,-79.17000145238009,33.620000000004254,legacy independent-max frozen truth
20260524_13Z_F04,Sparse,14,7312.043416004934,7312.043416004934,inside,False,-76.53815942232471,33.876403508776136,-77.0200015138187,33.32000000000431,-76.07000154096599,34.420000000004094,legacy independent-max frozen truth
